,0
fate_corr_50_60,0.6570465461862538
fate_corr_60_70,0.5757604703955359
fate_corr_70_80,0.4450630556749089
fate_corr_80_80,0.47155407061292715
fate_corr_50_70,0.6064722012505317
fate_corr_50_80,0.557455098038013
fate_corr_50_90,0.5531611479569236
