,param,coeff,variation_neuron,neuron_std,baseline_neuron,baseline_neuron_std,unstability_neuron,robustness_neuron,variation_ratio,ratio_std,baseline_ratio,baseline_ratio_std,unstability_ratio,robustness_ratio,neurons_std
0,tc_coeff_RG_0,1.1,-676.5963709677417,,5934.9838709677415,90.0147490399672,-0.11400138326869923,8.77190033337868,-0.0023130418210017822,0.027764750376836858,0.7398255616572496,0.02462735243311922,-0.0031264691852771922,319.9519626399106,79.83653171260909
1,tc_coeff_RG_1,1.1,-300.7090618074362,,5934.9838709677415,90.0147490399672,-0.05066720792257241,19.737020807402637,0.00018458580248703615,0.02510007898992531,0.7398255616572496,0.02462735243311922,0.0002494990874248166,3992.0305110897234,85.00125423922024
2,tc_coeff_RG_2,1.1,-177.33235581622648,,5934.9838709677415,90.0147490399672,-0.029879163898605704,33.46925880029281,-1.6412048610359165e-05,0.026304390187538627,0.7398255616572496,0.02462735243311922,-2.2183673369699854e-05,47206.165925422254,87.06506094618528
3,tc_coeff_RG_3,1.1,-127.78086344894473,,5934.9838709677415,90.0147490399672,-0.02153011132414571,46.44873561866264,-0.019203244347697934,0.024964562713574223,0.7398255616572496,0.02462735243311922,-0.025956448848133366,38.527555653190596,87.77624444686903
4,tc_coeff_IP_0,1.1,60.31158357771346,,5934.9838709677415,90.0147490399672,0.010162046753444542,98.3956902157389,-0.0007961998879258969,0.029621778371867403,0.7398255616572496,0.02462735243311922,-0.001076199484297847,930.0599698976273,90.9015386627115
5,tc_coeff_IP_1,1.1,74.84163238796282,,5934.9838709677415,90.0147490399672,0.012610250341886666,79.29427875034936,0.0004403991260937268,0.02916588689832477,0.7398255616572496,0.02462735243311922,0.000595274276691939,1677.0805635753477,91.09644550098874
6,tc_coeff_IP_2,1.1,-8.663870967741786,,5934.9838709677415,90.0147490399672,-0.0014597968850636625,685.496391059513,0.002485716277428107,0.028295594988575392,0.7398255616572496,0.02462735243311922,0.0033598680638446277,297.54217690296986,89.93984236588364
7,tc_coeff_IP_3,1.1,-50.9435483870966,,5934.9838709677415,90.0147490399672,-0.008583603510078265,116.51476138047543,0.016655293030484963,0.02759294843546431,0.7398255616572496,0.02462735243311922,0.022512459549486503,44.41787357477933,89.31649812058025
8,diff_coeff_RG_0,1.1,1053.3720612356483,,5934.9838709677415,90.0147490399672,0.17748524412820155,5.634239458454492,0.00013357019615023447,0.02266786426751166,0.7398255616572496,0.02462735243311922,0.00018054282397465417,5508.3422087761155,105.53658091734913
9,diff_coeff_RG_1,1.1,685.0806451612907,,5934.9838709677415,90.0147490399672,0.11543091945245394,8.663115061617743,-0.00019732834589603065,0.026691834904042182,0.7398255616572496,0.02462735243311922,-0.0002667228007829365,3763.320261014709,100.16785323541589
10,diff_coeff_RG_2,1.1,457.7700972862267,,5934.9838709677415,90.0147490399672,0.07713080730101193,12.964820026807287,4.937446354480457e-05,0.027686540620531355,0.7398255616572496,0.02462735243311922,6.673798001004869e-05,14762.766764696165,97.15917339276214
11,diff_coeff_RG_3,1.1,72.25612903225829,,5934.9838709677415,90.0147490399672,0.01217461253529513,82.13139150914682,-0.02919763958805277,0.028121271563358256,0.7398255616572496,0.02462735243311922,-0.03946557283401842,25.339182162336776,91.18705971353612
12,diff_coeff_IP_0,1.1,150.23646801530958,,5934.9838709677415,90.0147490399672,0.025313711255429656,39.502721951273045,-0.0026292214455800877,0.02311335033083412,0.7398255616572496,0.02462735243311922,-0.003553839691197596,281.4649933340839,91.9037051908525
13,diff_coeff_IP_1,1.1,6.856708742403498,,5934.9838709677415,90.0147490399672,0.0011553036859871808,864.8247100814712,-0.002138367877996372,0.025803900528580136,0.7398255616572496,0.02462735243311922,-0.002890367660731148,346.09648802774797,90.16431081880013
14,diff_coeff_IP_2,1.1,69.37903225806531,,5934.9838709677415,90.0147490399672,0.011689843437898436,85.53702778691574,0.0002558163973750416,0.026039752054690793,0.7398255616572496,0.02462735243311922,0.0003457793439875191,2883.67810060795,91.21519359170144
15,diff_coeff_IP_3,1.1,79.63517665130621,,5934.9838709677415,90.0147490399672,0.013417926380703226,74.52161012210536,0.012581766470949551,0.02622786447473549,0.7398255616572496,0.02462735243311922,0.0170063959979508,58.79794885239861,91.10477610376397
